player,minutes,team,match,date
B. Aguilar,0,Celaya,Clausura - 10,2023-03-10T01:00:00+00:00
J. Gómez,0,Celaya,Clausura - 10,2023-03-10T01:00:00+00:00
J. Canales,0,Celaya,Clausura - 10,2023-03-10T01:00:00+00:00
C. Monges,0,Celaya,Clausura - 10,2023-03-10T01:00:00+00:00
J. Hernández,0,Celaya,Clausura - 10,2023-03-10T01:00:00+00:00
H. Pérez,0,Celaya,Clausura - 10,2023-03-10T01:00:00+00:00
E. Castro,90,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
J. Saavedra,86,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
J. García Sancho,90,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
U. Torres,90,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
H. Vázquez,46,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
D. Cisneros,86,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
É. Torres,90,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
A. Arellano,90,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
D. Jiménez,63,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
J. Peralta,90,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
J. López,63,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
J. Rodríguez,44,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
F. Acuña,27,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
C. Rodríguez,27,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
D. López,4,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
E. González,4,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
S. Manríquez,0,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
J. Alvarado,0,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
B. Navarro,0,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
M. Salazar,0,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
A. Bernal,0,Cimarrones,Clausura - 17,2023-04-19T03:05:00+00:00
S. Ramírez,90,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
A. Ledesma,90,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
D. Parra,90,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
M. Trejo,90,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
L. Pérez,67,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
V. Milke,90,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
J. Ibarra,79,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
R. Torres,67,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
B. Mendoza,90,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
O. Islas,77,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
J. Flores,79,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
K. Hernández,23,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
J. Ruiz,23,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
D. Navarrete,13,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
U. Cardona,11,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
W. Mejía,11,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
R. González,0,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
E. Quezada,0,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
H. Barajas,0,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
R. Castellanos,0,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
J. Uchuari,0,Monarcas,Clausura - 17,2023-04-19T03:05:00+00:00
G. Allison,90,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
R. Peña,90,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
N. Topete,90,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
R. Melgarejo,90,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
D. Aguilar,90,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
D. Zamora,90,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
E. Del Ángel,90,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
H. Pérez,46,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
A. Escoto,78,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
G. Acosta,67,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
R. Marín,78,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
J. Hernández,44,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
J. Zazueta,23,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
F. Vera,12,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
C. Monges,12,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
B. Aguilar,0,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
J. Gómez,0,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
J. Canales,0,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
L. López,0,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
R. Hernández,0,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
I. Arrese,0,Celaya,Clausura - 17,2023-04-20T01:05:00+00:00
J. Estrada,90,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
K. Álvarez,90,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
A. Justo,90,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
H. Sandoval,90,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
N. Gómez,87,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
A. Martín,69,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
G. Velasco,46,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
L. Gutiérrez,90,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
U. Jaimes,90,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
M. Benítez,90,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
V. Moragrega,90,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
F. Agüero,44,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
M. Ibarra,21,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
J. Peña,3,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
G. Cota,0,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
P. Aguilar,0,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
J. Arana,0,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
A. Rosas,0,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
O. Mireles,0,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
J. Yañez,0,CA La Paz,Clausura - 17,2023-04-20T01:05:00+00:00
G. Espinoza,90,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
J. Saavedra,90,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
J. García Sancho,83,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
U. Torres,90,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
H. Vázquez,72,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
F. Acuña,90,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
É. Torres,90,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
B. Navarro,90,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
D. Jiménez,90,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
J. Gurrola,46,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
J. Peralta,90,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
J. Reyes,44,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
J. López,18,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
A. Bernal,7,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
S. Manríquez,0,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
D. López,0,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
E. González,0,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
J. Rodríguez,0,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
P. Molina,0,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
E. Castro,0,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
M. Rivera,0,Cimarrones,Clausura - 6,2023-02-08T03:05:00+00:00
G. Ruiz,90,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
F. Santillán,90,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
D. Cruz,90,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
U. Rivera,79,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
E. Espinosa,79,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
A. Serna,90,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
D. Zago,90,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
O. Millán,79,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
I. Hernández,90,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
J. Rangel,88,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
J. Zamudio,90,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
M. Lozano,11,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
A. Ruiz,11,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
João Gabriel,11,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
A. Soto,2,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
E. Mendoza,0,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
D. Velázquez,0,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
J. Hernández,0,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
D. Raeder,0,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
D. Urtiaga,0,Tlaxcala,Clausura - 6,2023-02-08T03:05:00+00:00
G. Ruiz,90,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
F. Santillán,90,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
D. Cruz,90,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
M. Lozano,90,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
U. Rivera,90,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
E. Espinosa,82,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
A. Ruiz,60,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
A. Serna,60,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
O. Millán,77,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
J. Hernández,77,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
J. Zamudio,90,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
D. German,30,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
P. Santos,30,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
A. Soto,13,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
I. Hernández,13,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
D. Raeder,8,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
B. Salazar,0,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
J. Rangel,0,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
João Gabriel,0,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
D. Urtiaga,0,Tlaxcala,Clausura - 17,2023-04-21T23:00:00+00:00
A. Andrade,90,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
I. Pineda,90,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
L. López,90,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
G. Moreno,90,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
J. Sánchez,82,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
G. Hernández,90,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
M. Rodríguez,67,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
D. Amador,82,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
F. Tede,90,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
A. Chávez,90,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
D. Pineda,67,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
A. Zamorano,23,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
M. Zúñiga,23,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
J. Zárate,8,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
M. Montelongo,8,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
J. Díaz,0,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
E. Games,0,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
A. Ortega,0,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
M. Viera,0,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
A. Garza,0,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
S. Treviño,0,Correcaminos Uat,Clausura - 17,2023-04-21T23:00:00+00:00
H. Hernández,90,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
Elbis,90,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
J. Portales,90,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
F. Reyes,90,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
F. Ramírez,57,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
M. Velázquez,90,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
I. Ochoa,57,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
Daniel Lajud,90,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
J. Martínez,74,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
M. García,69,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
D. López,90,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
M. Galván,33,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
E. Jiménez,33,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
C. López,21,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
O. Soto,16,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
A. Cárdenas,0,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
B. Silva,0,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
S. Hernández,0,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
J. Fernández,0,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
J. González,0,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
S. Caicedo,0,Atlante FC,Clausura - 15,2023-04-07T03:05:00+00:00
A. Andrade,90,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
I. Pineda,90,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
L. López,90,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
L. González,90,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
A. Zamorano,73,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
J. Sánchez,65,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
G. Hernández,84,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
D. Amador,84,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
F. Tede,90,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
A. Chávez,90,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
D. Pineda,73,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
M. Montelongo,25,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
M. Rodríguez,17,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
S. Treviño,17,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
J. Zárate,6,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
M. Zúñiga,6,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
J. Díaz,0,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
A. Lozano,0,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
A. Ortega,0,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
A. Garza,0,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
J. Martínez,0,Correcaminos Uat,Clausura - 15,2023-04-07T03:05:00+00:00
V. Alcaráz,90,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
D. Magaña,90,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
O. Mireles,90,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
M. Gómez,63,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
R. Martínez,78,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
Ó. Macías,78,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
D. Campillo,90,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
D. Guajardo,63,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
M. Benítez,46,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
S. Martínez,90,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
J. Brigido,90,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
R. Domínguez,44,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
M. Guzmán,27,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
B. Sánchez,27,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
I. Márquez,12,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
A. Gutiérrez,12,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
R. Reyes,0,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
E. García,0,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
G. Martínez,0,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
L. Carrillo,0,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
J. Guerrero,0,Tapatío,Apertura - 5,2022-08-01T22:00:00+00:00
F. López,90,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
J. González,90,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
A. Mota,90,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
E. Jaramillo,90,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
D. Escalante,90,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
M. Vallejo,90,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
W. Rentería,63,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
J. Hernández,90,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
A. Villalobos,69,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
O. Villa,70,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
A. Carreón,90,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
D. García,27,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
C. Baltazar,21,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
M. Galván,20,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
S. Hernández,0,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
B. Flores,0,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
F. Rabago,0,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
J. Ascencio,0,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
J. Garibay Buenrostro,0,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
F. Ortega,0,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
G. Monteón,0,Leones Negros UDG,Apertura - 5,2022-08-01T22:00:00+00:00
H. Hernández,90,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
J. Sánchez,83,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
J. Portales,90,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
F. Reyes,90,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
C. Bermúdez,72,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
R. González,90,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
J. Venegas,90,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
E. Partida,90,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
Daniel Lajud,90,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
J. Martínez,72,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
J. Domínguez,90,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
F. Ramírez,18,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
D. Tejeda,18,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
C. López,7,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
J. Ceceña,0,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
O. Soto,0,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
A. Cárdenas,0,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
M. Galván,0,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
D. López,0,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
Ravel,0,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
J. González,0,Atlante FC,Apertura - 13,2022-09-23T00:05:00+00:00
R. Ramírez,90,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
A. Luna,90,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
R. Noya,90,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
J. Vega,90,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
S. Román,90,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
N. Cardozo,90,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
C. Rosel,66,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
S. Lora,90,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
Á. López,90,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
Mauro Pérez,83,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
K. Amador,66,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
M. Reyna,24,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
M. Mayo,24,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
M. García,7,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
F. Micolta,0,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
V. Mañón,0,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
Manuel Pérez,0,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
A. Dogre,0,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
O. León,0,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
Gamaliel Sánchez,0,Venados FC,Apertura - 13,2022-09-23T00:05:00+00:00
W. Bravo,90,Pumas Tabasco,Apertura - 12,2022-09-14T02:05:00+00:00
J. Agüayo,90,Pumas Tabasco,Apertura - 12,2022-09-14T02:05:00+00:00
D. Rosales,90,Pumas Tabasco,Apertura - 12,2022-09-14T02:05:00+00:00
S. Valencia,90,Pumas Tabasco,Apertura - 12,2022-09-14T02:05:00+00:00
B. Figueroa,46,Pumas Tabasco,Apertura - 12,2022-09-14T02:05:00+00:00
E. Martínez,90,Pumas Tabasco,Apertura - 12,2022-09-14T02:05:00+00:00
